X,Y,OBJECTID,NoticeNum,DateNotice,DateCancel,DateAbate,NT,OWNER_ABBR,HousingMarketTypology2023,Council_District,Neighborhood,BLOCKLOT,Address
1429646.28081472,597903.143027887,40470,1822370A,2019/07/30 11:27:00+00,,,Vacant,,J,13,Broadway East,1503 018,1435 N PATTERSON PARK AVE
1429645.49899213,597917.091818899,40471,30457A,2004/11/09 00:00:00+00,,,Vacant,MCC,J,13,Broadway East,1503 019,1437 N PATTERSON PARK AVE
1429645.32346755,597930.774534315,40472,2186915A,2022/11/30 20:32:00+00,,,Vacant,,J,13,Broadway East,1503 020,1439 N PATTERSON PARK AVE
1429752.32259738,597908.90515548,40480,2473658A,2025/01/24 11:11:00+00,,,Vacant,,J,13,Broadway East,1503 025,2309 E OLIVER ST
1429765.85734722,597909.640390232,40481,756567A,2011/09/09 11:56:00+00,,,Vacant,,J,13,Broadway East,1503 026,2311 E OLIVER ST
1429819.4914263,597912.55508256,40485,33547A,2004/12/03 00:00:00+00,,,Vacant,,J,13,Broadway East,1503 030,2319 E OLIVER ST
1429899.8003208,597916.907764137,40495,403456A,2009/01/22 12:39:00+00,,,Vacant,,J,13,Broadway East,1503 036,2331 E OLIVER ST
1429903.41383064,597865.592249975,40498,739961A,2011/08/02 07:48:00+00,,,Vacant,,J,13,Broadway East,1503 039,1414 N MONTFORD AVE
1429904.08344872,597850.575875804,40499,2316707A,2023/10/27 09:24:00+00,,,Vacant,,J,13,Broadway East,1503 040,1412 N MONTFORD AVE
1429910.45417088,597735.893034309,40504,1366854A,2016/03/24 16:38:00+00,,,Vacant,,J,13,Broadway East,1503 045,1402 N MONTFORD AVE
1429880.21112114,597666.962725982,40514,2057871A,2021/12/07 13:20:00+00,,,Vacant,,J,13,Broadway East,1503 051,2324 E HOFFMAN ST
1429851.94575772,597665.422046646,40516,230993A,2007/08/09 13:25:00+00,,,Vacant,,J,13,Broadway East,1503 053,2320 E HOFFMAN ST
1429823.93465889,597663.885304317,40518,631092A,2010/09/24 14:27:00+00,,,Vacant,,J,13,Broadway East,1503 055,2316 E HOFFMAN ST
1429809.96487056,597663.114636555,40519,333103A,2008/06/30 08:06:00+00,,,Vacant,,J,13,Broadway East,1503 056,2314 E HOFFMAN ST
1429781.77398205,597661.56116198,40521,781524A,2011/11/15 07:51:00+00,,,Vacant,,J,13,Broadway East,1503 058,2310 E HOFFMAN ST
1429753.9344708,597660.041151896,40523,254138A,2008/05/21 08:22:00+00,,,Vacant,,J,13,Broadway East,1503 060,2306 E HOFFMAN ST
1429739.84526014,597659.265234813,40528,2188178A,2022/12/01 15:02:00+00,,,Vacant,,J,13,Broadway East,1503 061,2304 E HOFFMAN ST
1429725.89482872,597658.504081473,40529,2508378A,2025/05/14 11:43:00+00,,,Vacant,,J,13,Broadway East,1503 062,2302 E HOFFMAN ST
1430049.26688538,597758.457621723,40535,236944A,2007/08/23 16:15:00+00,,,Vacant,,J,13,Broadway East,1504 003,1405 N MONTFORD AVE
1430043.30922014,597873.053193063,40540,2414179A,2024/11/08 16:10:00+00,,,Vacant,,J,13,Broadway East,1504 008,1415 N MONTFORD AVE
1430012.66918956,597923.69055897,40545,1196751A,2015/02/03 11:26:00+00,,,Vacant,,J,13,Broadway East,1504 011,2401 E OLIVER ST
1430026.59009346,597924.620019063,40546,123411A,2006/03/08 12:18:00+00,,,Vacant,,J,13,Broadway East,1504 012,2403 E OLIVER ST
1430040.47982948,597925.371657982,40547,826403A,2012/04/12 08:45:00+00,,,Vacant,,J,13,Broadway East,1504 013,2405 E OLIVER ST
1430081.62049522,597927.594750643,40550,344822A,2008/07/31 16:54:00+00,,,Vacant,,J,13,Broadway East,1504 016,2411 E OLIVER ST
1430095.33503473,597928.351310804,40551,806730A,2012/02/02 15:20:00+00,,,Vacant,MCC,J,13,Broadway East,1504 017,2413 E OLIVER ST
1405317.81077097,588795.461112067,40559,2275424A,2023/07/24 14:53:00+00,,,Vacant,,I,9,Carroll-South Hilton,2199C009,3225 LEEDS ST
1429708.73311764,598041.881595567,40580,1229712A,2015/07/10 16:02:00+00,,,Vacant,,J,13,Broadway East,1484 061,2304 E OLIVER ST
1417161.65420923,595584.626667559,40583,296638A,2008/03/05 15:04:00+00,,,Vacant,,G,11,Upton,0396 042,1307 DIVISION ST
1417172.36842664,595571.925905555,40584,2168490A,2022/09/27 15:44:00+00,,,Vacant,,G,11,Upton,0396 043,1305 DIVISION ST
1417193.1505373,595550.038154066,40586,2127750A,2022/06/22 16:07:00+00,,,Vacant,,G,11,Upton,0396 045,1301 DIVISION ST
1417214.1977393,595612.36184831,40587,2198494A,2023/01/15 05:01:00+00,,,Vacant,,G,11,Upton,0396 046,528 W LANVALE ST
1405475.0440523,590003.474444062,40719,2420832A,2024/08/09 11:11:00+00,,,Vacant,MCC,I,9,Carroll-South Hilton,2230F006,11 N ABINGTON AVE
1433052.20182438,597312.000837475,40773,2344391A,2024/01/31 12:10:00+00,,,Vacant,,I,13,Berea,1544 030,3117 E PRESTON ST
1411436.3648068,587725.175194889,40948,646907A,2010/11/30 12:04:00+00,,,Vacant,,J,9,Carrollton Ridge,0718 025,2149 EAGLE ST
1411757.60268138,587640.474904984,40949,2367928A,2024/04/16 10:01:00+00,,,Vacant,,J,9,Carrollton Ridge,0718 026,600 S PULASKI ST
1412131.85029247,587973.525748059,40952,2057402A,2021/11/05 12:43:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A001,600 S PAYSON ST
1412146.84074806,587938.667550057,40955,2472296A,2025/01/17 10:28:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A004,606 S PAYSON ST
1412172.65204814,587879.230661064,40960,1597557A,2017/10/13 15:55:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A009,616 S PAYSON ST
1412183.16154155,587855.061418056,40962,2341467A,2024/01/31 11:28:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A011,620 S PAYSON ST
1412214.29730606,587783.370288476,40968,2473413A,2025/01/23 07:39:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A017,632 S PAYSON ST
1412229.69852197,587747.915306896,40971,2045393A,2021/09/30 15:30:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A020,638 S PAYSON ST
1412234.96393138,587735.799189389,40972,1658237A,2018/04/17 14:37:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A021,640 S PAYSON ST
1412255.76244622,587687.920676231,40976,2045050A,2021/09/30 11:34:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A025,648 S PAYSON ST
1411956.95694147,587657.675329894,40996,681810A,2011/03/15 15:04:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A045,635 S PULASKI ST
1412017.12414397,587979.669764638,41017,1925714A,2020/08/14 09:13:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A067,2021 EAGLE ST
1412041.32783572,587990.048680887,41019,1520603A,2017/04/18 15:44:00+00,,,Vacant,,J,9,Carrollton Ridge,0719A069,2017 EAGLE ST
1412325.06086406,588080.5603109,41042,1626228A,2017/12/31 14:02:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B001,600 S MONROE ST
1412326.05233189,588066.555417642,41043,2229480A,2023/04/18 08:55:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B002,602 S MONROE ST
1412326.83317022,588052.577427223,41044,2353704A,2024/03/04 14:05:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B003,604 S MONROE ST
1412327.72752538,588038.601733387,41045,2354543A,2025/04/27 21:24:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B004,606 S MONROE ST
1412328.50737947,588024.636210144,41046,2101440A,2022/04/29 11:57:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B005,608 S MONROE ST
1412331.55264898,587968.710468978,41050,2172431A,2022/10/11 15:25:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B009,616 S MONROE ST
1412313.28890596,587939.204294398,41052,647670A,2010/12/06 14:04:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B011,620 S MONROE ST
1412316.81481755,587925.262393147,41053,1212440A,2015/03/26 08:32:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B012,622 S MONROE ST
1412354.86985956,587773.899506897,41062,1999407A,2021/05/25 14:54:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B021,1900 OHIO AVE
1412253.78968114,588010.439388141,41064,1307064A,2015/10/22 14:46:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B024,611 S PAYSON ST
1412244.13812564,588049.44455947,41067,563681A,2010/04/30 11:37:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B027,605 S PAYSON ST
1412241.02330247,588062.449454725,41068,938192A,2013/03/15 11:36:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B028,603 S PAYSON ST
1412237.6998183,588076.31852147,41069,2120591A,2022/06/11 23:11:00+00,,,Vacant,,J,9,Carrollton Ridge,0719B029,601 S PAYSON ST
1415969.98402038,588533.701136887,41076,1976416A,2021/03/11 14:38:00+00,,,Vacant,,G,10,Washington Village/Pigtown,0769 123,1172 WASHINGTON BLVD
1415927.88174239,588490.847548068,41081,2213405A,2023/03/08 14:13:00+00,,,Vacant,,G,10,Washington Village/Pigtown,0769 128,1182 WASHINGTON BLVD
1415224.42678447,587466.631748721,41106,2478358A,2025/02/13 09:27:00+00,,,Vacant,,F,10,Washington Village/Pigtown,0777 017,1204 BAYARD ST
1415136.44664547,587489.000142306,41115,438526A,2009/05/28 14:53:00+00,,,Vacant,,F,10,Washington Village/Pigtown,0777 026,1413 WASHINGTON BLVD
1415036.26541539,587386.75297147,41129,2090602A,2022/03/25 11:17:00+00,,,Vacant,,F,10,Washington Village/Pigtown,0777 038,1437 WASHINGTON BLVD
1414936.32696697,587284.236772314,41144,2106360A,2022/05/11 11:52:00+00,,,Vacant,,F,10,Washington Village/Pigtown,0777 050,1461 WASHINGTON BLVD
1415167.22020598,587099.567522228,41156,181276A,2007/01/24 16:38:00+00,,,Vacant,,F,10,Washington Village/Pigtown,0777 057,1444 CARROLL ST
1415200.69093956,587133.814500973,41160,334413A,2008/07/01 12:28:00+00,,,Vacant,,F,10,Washington Village/Pigtown,0777 061,1436 CARROLL ST
1427031.60986297,598946.266925886,41193,1659843A,2018/04/23 18:48:00+00,,,Vacant,,J,12,Broadway East,1456 020,1739 N BROADWAY 
1427312.20739889,598934.288931474,41210,2405557A,2024/07/08 15:33:00+00,,,Vacant,,J,12,Broadway East,1456 033,1725 E LAFAYETTE AVE
1427438.13759322,598941.531371057,41222,1507440A,2017/03/03 15:45:00+00,,,Vacant,,J,12,Broadway East,1456 042,1743 E LAFAYETTE AVE
1427443.98010123,598889.175832734,41225,1568900A,2017/08/01 20:34:00+00,,,Vacant,,J,12,Broadway East,1456 045,1722 RUTLAND AVE
1427394.41294314,598690.801229477,41248,307292A,2008/04/17 11:31:00+00,,,Vacant,,J,12,Broadway East,1456 062,1734 E LANVALE ST
1427380.36047781,598689.990863651,41249,2317964A,2023/11/02 10:23:00+00,,,Vacant,,J,12,Broadway East,1456 063,1732 E LANVALE ST
1427366.83983555,598689.199198559,41250,1855005A,2019/10/29 11:43:00+00,,,Vacant,,J,12,Broadway East,1456 064,1730 E LANVALE ST
1427338.65780531,598687.551235974,41252,828026A,2012/07/20 11:39:00+00,,,Vacant,,J,12,Broadway East,1456 066,1726 E LANVALE ST
1427295.08013655,598685.019744977,41255,2212011A,2023/03/03 12:52:00+00,,,Vacant,,J,12,Broadway East,1456 069,1720 E LANVALE ST
1429783.98493564,598265.269272149,41262,773204A,2011/10/20 15:54:00+00,,,Vacant,,J,13,Broadway East,1484 029,2313 E FEDERAL ST
1429797.91240121,598266.021567225,41263,1886707A,2020/03/09 14:43:00+00,,,Vacant,,J,13,Broadway East,1484 030,2315 E FEDERAL ST
1429826.00847363,598267.543545812,41265,886191A,2012/09/13 18:44:00+00,,,Vacant,,J,13,Broadway East,1484 032,2319 E FEDERAL ST
1429896.05885847,598271.349968642,41270,2188289A,2022/12/01 16:11:00+00,,,Vacant,,J,13,Broadway East,1484 037,2329 E FEDERAL ST
1429883.88729489,598147.630399808,41281,2356363A,2024/03/16 09:02:00+00,,,Vacant,,J,13,Broadway East,1484 044,1506 N MONTFORD AVE
1429907.45056798,598054.158145815,41286,646943A,2010/11/30 16:10:00+00,,,Vacant,,J,13,Broadway East,1484 049,2328 E OLIVER ST
1429704.55300789,598113.755467564,41303,729274A,2011/06/28 07:39:00+00,,,Vacant,,J,13,Broadway East,1484 066,1504 N BRADFORD ST
1410091.65752247,591039.518959895,41306,645020A,2010/11/17 15:46:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2164 004C,42 N WHEELER AVE
1410094.35633597,590972.543700144,41307,1649248A,2018/03/16 19:11:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2164 007,32 N WHEELER AVE
1429704.52183998,598125.646519899,41308,39842A,2005/01/20 00:00:00+00,,,Vacant,,J,13,Broadway East,1484 067,1506 N BRADFORD ST
1429701.71147814,598173.437106729,41312,299063A,2008/03/13 16:04:00+00,,,Vacant,,J,13,Broadway East,1484 071,1514 N BRADFORD ST
1410097.09091055,590904.676381811,41321,2180120A,2022/11/01 14:59:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2164 012,22 N WHEELER AVE
1429995.31292506,598277.731845647,41329,535603A,2010/01/26 10:54:00+00,,,Vacant,,J,13,Broadway East,1485 001,2401 E FEDERAL ST
1430023.31057248,598279.724623814,41331,2212649A,2023/03/06 13:20:00+00,,,Vacant,,J,13,Broadway East,1485 003,2405 E FEDERAL ST
1430037.42931063,598280.553034231,41332,2261503A,2024/08/28 11:57:00+00,,,Vacant,,J,13,Broadway East,1485 004,2407 E FEDERAL ST
1430051.67272048,598281.28630048,41333,250671A,2007/10/04 08:35:00+00,,,Vacant,,J,13,Broadway East,1485 005,2409 E FEDERAL ST
1430065.36724688,598282.036627054,41334,927743A,2013/01/31 15:13:00+00,,,Vacant,,J,13,Broadway East,1485 006,2411 E FEDERAL ST
1409609.29595439,590966.927241564,41338,2342364A,2024/01/25 07:48:00+00,,,Vacant,,J,9,Shipley Hill,2165 010,41 N CATHERINE ST
1430121.82317072,598285.090754807,41341,1889995A,2020/03/27 10:20:00+00,,,Vacant,,J,13,Broadway East,1485 010,2419 E FEDERAL ST
1430135.97471721,598286.066802725,41342,909456A,2012/12/17 14:30:00+00,,,Vacant,MCC,J,13,Broadway East,1485 011,2421 E FEDERAL ST
1430183.77055338,598276.06485422,41344,1352540A,2016/03/03 09:52:00+00,,,Vacant,,J,13,Broadway East,1485 013,2425 E FEDERAL ST
1430281.59548897,598281.370945975,41351,249705A,2007/10/09 14:05:00+00,,,Vacant,,J,13,Broadway East,1485 020,2439 E FEDERAL ST
1409615.75788373,590859.698125318,41353,1914848A,2020/07/15 09:58:00+00,,,Vacant,,J,9,Shipley Hill,2165 018,25 N CATHERINE ST
1409623.82938989,590725.583892226,41355,255158A,2007/10/18 12:18:00+00,,,Vacant,,J,9,Shipley Hill,2165 028,5 N CATHERINE ST
1430310.16629797,598283.316152066,41357,2364958A,2024/04/11 10:31:00+00,,,Vacant,,J,13,Broadway East,1485 022,1538 N MILTON AVE
1409692.26429239,590645.456099734,41370,540290A,2010/02/19 16:13:00+00,,,Vacant,,J,9,Shipley Hill,2165 037,2448 W BALTIMORE ST
1409768.81269573,590628.635923401,41371,98389A,2005/11/14 15:59:00+00,,,Vacant,,J,9,Shipley Hill,2165 042,2436 W BALTIMORE ST
1430111.25462231,598219.078091562,41376,2469197A,2025/01/07 10:25:00+00,,,Vacant,,J,13,Broadway East,1485 037,1516 N PORT ST
1430110.51381014,598232.104640305,41377,2348205A,2024/02/15 14:40:00+00,,,Vacant,,J,13,Broadway East,1485 038,1518 N PORT ST
1430104.6050293,598066.554774567,41381,1130344A,2014/08/14 07:41:00+00,,,Vacant,,J,13,Broadway East,1485 042,2414 E OLIVER ST
1430076.63297239,598065.032795981,41383,2179432A,2022/10/28 15:34:00+00,,,Vacant,,J,13,Broadway East,1485 044,2410 E OLIVER ST
1410080.35078655,590669.0885984,41388,2472670A,2025/01/20 21:50:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2165 058,2404 W BALTIMORE ST
1430006.52648531,598060.937987894,41392,2212651A,2023/03/06 13:20:00+00,,,Vacant,MCC,J,13,Broadway East,1485 049,2400 E OLIVER ST
1430432.35568614,598100.238106146,41408,2186788A,2024/10/16 10:38:00+00,,,Vacant,,J,13,Berea,1486 004,1507 N MILTON AVE
1420648.79946589,592336.797861397,41410,296818A,2008/03/05 15:04:00+00,,,Vacant,,B,11,Downtown,0599 031,110 CLAY ST
1429484.25062697,598109.191500306,41673,2298761A,2023/09/13 09:34:00+00,,,Vacant,,J,13,Broadway East,1483 022,1516 N PATTERSON PARK AVE
1429476.26737522,598277.132109314,41684,2241068A,2023/06/05 16:38:00+00,,,Vacant,,J,13,Broadway East,1483 033,1538 N PATTERSON PARK AVE
1429475.58528997,598291.300716147,41685,2203831A,2023/02/17 12:37:00+00,,,Vacant,,J,13,Broadway East,1483 034,1540 N PATTERSON PARK AVE
1410315.26665531,591427.360047728,41686,1652846A,2018/03/31 23:42:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2154 002A,2327 W LEXINGTON ST
1429415.61756213,598275.236771896,41690,2235716A,2023/05/09 11:45:00+00,,,Vacant,MCC,J,13,Broadway East,1483 036,2237 E FEDERAL ST
1429400.80492772,598274.922468066,41691,2333469A,2023/12/26 12:37:00+00,,,Vacant,,J,13,Broadway East,1483 037,2235 E FEDERAL ST
1429387.69242114,598274.21512039,41692,2319729A,2023/11/06 15:59:00+00,,,Vacant,MCC,J,13,Broadway East,1483 038,2233 E FEDERAL ST
1429375.02282706,598273.52023989,41693,2508373A,2025/05/14 11:41:00+00,,,Vacant,,J,13,Broadway East,1483 039,2231 E FEDERAL ST
1429363.8919438,598273.73579064,41694,2405286A,2024/07/03 15:05:00+00,,,Vacant,,J,13,Broadway East,1483 040,2229 E FEDERAL ST
1429218.49722147,598265.035020649,41696,2252052A,2023/06/07 15:03:00+00,,,Vacant,MCC,J,13,Broadway East,1483 042,2209 E FEDERAL ST
1429204.55499214,598264.279772803,41697,2346669A,2024/02/14 09:52:00+00,,,Vacant,MCC,J,13,Broadway East,1483 043,2207 E FEDERAL ST
1429206.7308408,598105.275169566,41712,1967586A,2021/01/29 15:56:00+00,,,Vacant,,J,13,Broadway East,1483 055,1505 N COLLINGTON AVE
1429207.37027521,598092.229920059,41713,735661A,2011/07/14 14:38:00+00,,,Vacant,,J,13,Broadway East,1483 056,1503 N COLLINGTON AVE
1410398.34293272,591191.170559481,41720,2261142A,2023/06/26 10:38:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2154 019,2318 W FAYETTE ST
1410298.16531156,591186.225687474,41734,409657A,2009/02/19 16:14:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2154 022,2324 W FAYETTE ST
1410501.63504897,591604.114943564,41736,2140441A,2022/07/22 01:05:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2155 001,2300 W LEXINGTON ST
1410307.12493931,591594.938124642,41752,2345513A,2024/02/07 16:08:00+00,,,Vacant,,J,9,Penrose/Fayette Street Outreach,2155 014,2326 W LEXINGTON ST
1429634.02296522,598050.13485989,41756,2362856A,2024/04/04 10:33:00+00,,,Vacant,,J,13,Broadway East,1484 004,1507 N PATTERSON PARK AVE
1429632.75131422,598076.044584975,41758,349052A,2008/08/15 18:32:00+00,,,Vacant,,J,13,Broadway East,1484 006,1511 N PATTERSON PARK AVE
1429631.71883596,598102.341448396,41760,2516088A,2025/05/27 15:56:00+00,,,Vacant,,J,13,Broadway East,1484 008,1515 N PATTERSON PARK AVE
1429630.52198797,598115.204283565,41761,1877862A,2020/02/20 16:35:00+00,,,Vacant,,J,13,Broadway East,1484 009,1517 N PATTERSON PARK AVE
1429629.50985089,598141.468338639,41763,179637A,2007/01/08 15:36:00+00,,,Vacant,,J,13,Broadway East,1484 011,1521 N PATTERSON PARK AVE
1429628.87632197,598154.304270983,41764,2359249A,2024/03/21 11:51:00+00,,,Vacant,,J,13,Broadway East,1484 012,1523 N PATTERSON PARK AVE
1429628.23459098,598167.216646731,41765,2325048A,2023/11/24 12:26:00+00,,,Vacant,,J,13,Broadway East,1484 013,1525 N PATTERSON PARK AVE
1429623.74017739,598258.081622481,41775,371637A,2008/10/24 08:57:00+00,,,Vacant,,J,13,Broadway East,1484 020,1539 N PATTERSON PARK AVE
1430423.40983789,598282.367663145,41792,1405713A,2016/06/16 15:40:00+00,,,Vacant,,J,13,Berea,1486 017,1533 N MILTON AVE
1430420.77762531,598326.653007641,41795,1040349A,2013/12/16 16:21:00+00,,,Vacant,,J,13,Berea,1486 020,1539 N MILTON AVE
1430489.66954789,598302.565785483,41797,2497309A,2025/04/24 12:35:00+00,,,Vacant,,J,13,Berea,1486 022,2503 E FEDERAL ST
1409322.31522913,591053.890322223,41809,2333419A,2024/01/03 14:59:00+00,,,Vacant,,J,9,Shipley Hill,2167B044,2526 W FAYETTE ST
1430707.11891614,598115.143916234,41819,300546A,2008/03/19 16:30:00+00,,,Vacant,,J,13,Berea,1486 032,2536 E OLIVER ST
1430664.7397358,598113.048119888,41822,169644A,2006/11/30 11:59:00+00,,,Vacant,,J,13,Berea,1486 035,2530 E OLIVER ST
1430651.0862198,598112.375220984,41823,135637A,2006/05/19 13:33:00+00,,,Vacant,,J,13,Berea,1486 036,2528 E OLIVER ST
1430636.85921414,598111.665576726,41827,988622A,2013/07/05 16:02:00+00,,,Vacant,,J,13,Berea,1486 037,2526 E OLIVER ST
1430594.87504613,598109.581919476,41830,155490A,2006/08/24 15:53:00+00,,,Vacant,,J,13,Berea,1486 040,2520 E OLIVER ST
1430580.80125539,598108.427394226,41831,2473663A,2025/01/23 10:02:00+00,,,Vacant,,J,13,Berea,1486 041,2518 E OLIVER ST
1430943.3750053,598115.119966149,41869,423376A,2009/04/16 08:27:00+00,,,Vacant,,J,13,Berea,1487 011,2620 E OLIVER ST
1429152.73094881,596275.970429227,41973,185887A,2007/03/09 11:20:00+00,,,Vacant,,J,13,Middle East,1569 022,1042 N COLLINGTON AVE
1429288.7483933,596329.174391061,41990,1453649A,2016/10/04 15:58:00+00,,,Vacant,,J,13,Middle East,1570 003,2205 E CHASE ST
1429512.32570206,596341.173054725,42008,2498684A,2025/05/14 11:35:00+00,,,Vacant,,J,13,Middle East,1570 019,2237 E CHASE ST
1427696.93366355,598087.096400142,42018,1115184A,2014/07/14 14:28:00+00,,,Vacant,,I,12,Broadway East,1478 082,1518 N DURHAM ST
1427697.51076214,598075.372998387,42019,233013A,2007/08/10 13:43:00+00,,,Vacant,,I,12,Broadway East,1478 083,1516 N DURHAM ST
1427698.07375313,598063.861866564,42020,337768A,2008/07/11 14:18:00+00,,,Vacant,,I,12,Broadway East,1478 084,1514 N DURHAM ST
1427698.61377831,598052.845156312,42021,308845A,2008/04/23 14:57:00+00,,,Vacant,,I,12,Broadway East,1478 085,1512 N DURHAM ST
1427699.75058706,598029.946580067,42023,263111A,2007/11/08 13:43:00+00,,,Vacant,,I,12,Broadway East,1478 087,1508 N DURHAM ST
1427700.28076972,598019.043386638,42024,305058A,2008/04/08 12:38:00+00,,,Vacant,,I,12,Broadway East,1478 088,1506 N DURHAM ST
1427700.84605731,598007.566375479,42025,2333734A,2023/12/28 08:01:00+00,,,Vacant,,I,12,Broadway East,1478 089,1504 N DURHAM ST
1427701.42578055,597995.92729114,42026,768422A,2011/10/06 14:41:00+00,,,Vacant,,I,12,Broadway East,1478 090,1502 N DURHAM ST
1427701.93332547,597985.392535314,42027,765159A,2011/10/14 07:52:00+00,,,Vacant,,I,12,Broadway East,1478 091,1500 N DURHAM ST
1428006.15351756,597923.402173728,42028,2252060A,2023/06/07 15:34:00+00,,,Vacant,,I,12,Broadway East,1479 001,1501 N WOLFE ST
1428001.82445797,598002.927277148,42038,2416063A,2024/07/30 18:06:00+00,,,Vacant,,I,12,Broadway East,1479 007,1513 N WOLFE ST
1428001.12006305,598015.984993815,42039,2417895A,2024/08/05 13:38:00+00,,,Vacant,,I,12,Broadway East,1479 008,1515 N WOLFE ST
1427995.37827663,598122.312865138,42047,2212545A,2023/03/06 13:17:00+00,,,Vacant,,I,12,Broadway East,1479 016,1531 N WOLFE ST
1427993.94422439,598148.937811896,42051,2073004A,2022/01/14 11:27:00+00,,,Vacant,,I,12,Broadway East,1479 018,1535 N WOLFE ST
1428042.51630571,598203.811389804,42054,2508377A,2025/05/14 11:42:00+00,,,Vacant,,I,12,Broadway East,1479 021,1911 E FEDERAL ST
1428130.80681156,598208.041040137,42058,2346668A,2024/02/14 09:51:00+00,,,Vacant,MCC,I,12,Broadway East,1479 025,1919 E FEDERAL ST
1428143.00659031,598209.131261066,42059,1380665A,2016/04/22 09:55:00+00,,,Vacant,,I,12,Broadway East,1479 026,1921 E FEDERAL ST
1428156.40092047,598209.764789984,42060,2219470A,2023/03/30 11:09:00+00,,,Vacant,,I,12,Broadway East,1479 027,1923 E FEDERAL ST
1429783.74182589,597274.5537339,42098,2128173A,2022/06/23 10:11:00+00,,,Vacant,,J,13,Broadway East,1519 005,2308 E PRESTON ST
1429876.63271622,597279.636728972,42106,428335A,2009/05/05 14:23:00+00,,,Vacant,,J,13,Broadway East,1519 009,2316 E PRESTON ST
1429919.13230313,597282.02123864,42109,2212541A,2023/03/06 13:16:00+00,,,Vacant,,J,13,Broadway East,1519 012,2322 E PRESTON ST
1429933.30911206,597282.816840723,42110,312429A,2008/05/01 13:10:00+00,,,Vacant,,J,13,Broadway East,1519 013,2324 E PRESTON ST
1429946.92457038,597283.317823976,42111,1693884A,2018/07/14 16:46:00+00,,,Vacant,,J,13,Broadway East,1519 014,2326 E PRESTON ST
1429961.95636447,597284.698726729,42112,700196A,2011/05/10 14:26:00+00,,,Vacant,,J,13,Broadway East,1519 015,2328 E PRESTON ST
1429931.13260722,597335.012274399,42113,1780615A,2019/06/03 08:57:00+00,,,Vacant,,J,13,Broadway East,1519 016,1300 N MONTFORD AVE
1429928.49744189,597387.877982304,42121,2493122A,2025/04/23 16:04:00+00,,,Vacant,,J,13,Broadway East,1519 020,1308 N MONTFORD AVE
1429927.13688031,597414.075108394,42123,1271616A,2015/07/31 16:21:00+00,,,Vacant,,J,13,Broadway East,1519 022,1312 N MONTFORD AVE
1420629.83264031,592125.340279058,42129,2100064A,2022/04/25 10:09:00+00,,,Vacant,,B,11,Downtown,0600 001,100 W LEXINGTON ST
1420496.9746383,592113.968910724,42137,2457507A,2024/11/19 10:35:00+00,,,Vacant,,B,11,Downtown,0600 008,116 W LEXINGTON ST
1421265.70604047,592512.17349489,42173,1524550A,2017/04/28 13:58:00+00,,,Vacant,,B,11,Downtown,0603 013,317 N CHARLES ST
1429924.40722696,597466.949674562,42247,740006A,2011/07/22 13:58:00+00,,,Vacant,,J,13,Broadway East,1519 026,1320 N MONTFORD AVE
1429923.84161131,597480.091380566,42248,183721A,2007/02/15 12:12:00+00,,,Vacant,,J,13,Broadway East,1519 027,1322 N MONTFORD AVE
1429947.88454223,597533.115552723,42250,2348206A,2024/02/15 14:41:00+00,,,Vacant,,J,13,Broadway East,1519 029,2333 E HOFFMAN ST
1430037.08022997,595324.085521981,42302,2310871A,2023/10/24 11:00:00+00,,,Vacant,,G,13,Milton-Montford,1607 040,822 N MONTFORD AVE
1430033.69933122,595123.126606315,42320,750410A,2011/08/18 07:27:00+00,,,Vacant,,G,13,Milton-Montford,1607 055,2324 E MADISON ST
1429895.07756121,595117.832325563,42328,2416053A,2024/07/30 17:52:00+00,,,Vacant,,G,13,Milton-Montford,1607 063,2306 E MADISON ST
